Lexicon entry	PoS-tag	PoS-tag (Penn Treebank)	Annotation 1
onpartijdig	a	JJ (Adjective)	++
onpartijdigheid	n	NN (Noun, singular or mass)	++
onpersoonlijk	a	JJ (Adjective)	--
onplezierig	a	JJ (Adjective)	--
onpraktisch	a	JJ (Adjective)	--
onprettig	a	JJ (Adjective)	--
onrealistisch	a	JJ (Adjective)	--
onrecht	n	NN (Noun, singular or mass)	-
onrechtmatig	a	JJ (Adjective)	--
onrechtmatigheid	n	NN (Noun, singular or mass)	--
onrechtvaardig	a	JJ (Adjective)	--
onrechtvaardigheid	n	NN (Noun, singular or mass)	--
onredelijk	a	JJ (Adjective)	--
onredelijkheid	n	NN (Noun, singular or mass)	--
onregelmatigheid	n	NN (Noun, singular or mass)	-
onregelmatigheidstoeslag	n	NN (Noun, singular or mass)	0
onrendabel	a	JJ (Adjective)	--
onrust	n	NN (Noun, singular or mass)	--
onrustbarend	a	JJ (Adjective)	--
onrustig	a	JJ (Adjective)	-
onruststoker	n	NN (Noun, singular or mass)	--
onrustzaaier	n	NN (Noun, singular or mass)	--
onsamenhangend	a	JJ (Adjective)	--
onsamenhangendheid	n	NN (Noun, singular or mass)	--
onschendbaar	a	JJ (Adjective)	++
onschuld	n	NN (Noun, singular or mass)	++
onschuldig	a	JJ (Adjective)	++
onsmakelijk	a	JJ (Adjective)	--
onsolide	a	JJ (Adjective)	-
onstabiel	a	JJ (Adjective)	--
onstandvastig	a	JJ (Adjective)	--
onstuimig	a	JJ (Adjective)	--
ontaarden	v	VB (Verb, base form)	-
ontaarding	n	NN (Noun, singular or mass)	-
ontberen	v	VB (Verb, base form)	-
ontberingen	n	NNS (Noun, plural)	-
ontbindbaar	a	JJ (Adjective)	--
ontbinding	n	NN (Noun, singular or mass)	-
ontbranding	n	NN (Noun, singular or mass)	0
ontbreken	v	VB (Verb, base form)	-
ontdaan	a	JJ (Adjective)	-
ontdoen	v	VB (Verb, base form)	-
ontduiken	v	VB (Verb, base form)	--
onteigenen	v	VB (Verb, base form)	-
onteigening	n	NN (Noun, singular or mass)	-
onterecht	a	JJ (Adjective)	--
onterend	a	JJ (Adjective)	--
ontevreden	a	JJ (Adjective)	--
ontevredenheid	n	NN (Noun, singular or mass)	--
ontgoocheld	a	JJ (Adjective)	--
ontheffen	v	VB (Verb, base form)	+
onthouden	v	VB (Verb, base form)	+
onthutst	a	JJ (Adjective)	--
ontkennen	v	VB (Verb, base form)	--
ontkenning	n	NN (Noun, singular or mass)	0
ontketenen	v	VB (Verb, base form)	-
ontlenen	v	VB (Verb, base form)	0
ontmoedigen	v	VB (Verb, base form)	-
ontmoedigend	a	JJ (Adjective)	--
ontoegankelijk	a	JJ (Adjective)	--
ontoelaatbaar	a	JJ (Adjective)	--
ontoereikend	a	JJ (Adjective)	--
ontoereikendheid	n	NN (Noun, singular or mass)	--
ontploffen	v	VB (Verb, base form)	-
ontraden	v	VB (Verb, base form)	-
ontrafelen	v	VB (Verb, base form)	+
ontredderd	a	JJ (Adjective)	--
ontroerend	a	JJ (Adjective)	+
ontrouw	a	JJ (Adjective)	--
ontrouw	n	NN (Noun, singular or mass)	-
ontslaan	v	VB (Verb, base form)	-
ontslag	n	NN (Noun, singular or mass)	-
ontsluiten	v	VB (Verb, base form)	+
ontspannen	a	JJ (Adjective)	+
ontsteld	a	JJ (Adjective)	--
ontsteltenis	n	NN (Noun, singular or mass)	-
onttrekken	v	VB (Verb, base form)	-
ontvangen	v	VB (Verb, base form)	0
ontvangst	n	NN (Noun, singular or mass)	0
ontvangsten	n	NNS (Noun, plural)	0
ontwapenen	v	VB (Verb, base form)	+
ontwerper	n	NN (Noun, singular or mass)	0
ontwijken	v	VB (Verb, base form)	-
ontwijkend	a	JJ (Adjective)	--
ontwijkend	v	VBG (Verb, gerund or present participle)	-
ontwikkeling	n	NN (Noun, singular or mass)	++
ontwikkelingsleer	n	NN (Noun, singular or mass)	0
ontwikkelingssamenwerking	n	NN (Noun, singular or mass)	+
ontwrichting	n	NN (Noun, singular or mass)	--
ontzag	n	NN (Noun, singular or mass)	+
ontzagwekkend	a	JJ (Adjective)	--
ontzeggen	v	VB (Verb, base form)	--
ontzet	a	JJ (Adjective)	-
ontzet	n	NN (Noun, singular or mass)	--
ontzetten	v	VB (Verb, base form)	-
ontzettend	a	JJ (Adjective)	--
ontzetting	n	NN (Noun, singular or mass)	--
ontzind	a	JJ (Adjective)	--
onuitwisbaar	a	JJ (Adjective)	++
onvakkundig	a	JJ (Adjective)	--
onveilig	a	JJ (Adjective)	--
onveiligheid	n	NN (Noun, singular or mass)	--
onverantwoord	a	JJ (Adjective)	--
onverantwoordelijk	a	JJ (Adjective)	--
onverbeterlijk	a	JJ (Adjective)	++
onverbiddelijk	a	JJ (Adjective)	--
onverdedigbaar	a	JJ (Adjective)	--
onverdroten	a	JJ (Adjective)	+
onverenigbaar	a	JJ (Adjective)	--
onverenigbaarheid	n	NN (Noun, singular or mass)	-
onvergeeflijk	a	JJ (Adjective)	--
onvergelijkbaar	a	JJ (Adjective)	+
onverhoeds	a	JJ (Adjective)	-
onverhoopt	a	JJ (Adjective)	--
onverklaarbaar	a	JJ (Adjective)	0
onverlaat	n	NN (Noun, singular or mass)	--
onverlet	a	JJ (Adjective)	0
onvermijdelijk	a	JJ (Adjective)	0
onvermijdelijkheid	n	NN (Noun, singular or mass)	-
onvermoed	a	JJ (Adjective)	0
onvermogen	n	NN (Noun, singular or mass)	-
onvermurwbaar	a	JJ (Adjective)	++
onverschillig	a	JJ (Adjective)	--
onverschilligheid	n	NN (Noun, singular or mass)	--
onverschrokkenheid	n	NN (Noun, singular or mass)	+
onverstaanbaar	a	JJ (Adjective)	--
onverstandig	a	JJ (Adjective)	--
onvervreemdbaar	a	JJ (Adjective)	++
onverwacht	a	JJ (Adjective)	0
onverwoestbaar	a	JJ (Adjective)	++
onverzekerd	a	JJ (Adjective)	-
onverzettelijk	a	JJ (Adjective)	-
onverzettelijkheid	n	NN (Noun, singular or mass)	0
onverzorgd	a	JJ (Adjective)	--
onvoeglijk	a	JJ (Adjective)	0
onvoldoende	a	JJ (Adjective)	--
onvoldoende	n	NN (Noun, singular or mass)	--
onvolledig	a	JJ (Adjective)	-
onvoltooid	a	JJ (Adjective)	-
onvolwaardigheid	n	NN (Noun, singular or mass)	--
onvolwassen	a	JJ (Adjective)	--
onvoorbereid	a	JJ (Adjective)	--
onvoordelig	a	JJ (Adjective)	--
onvoorspelbaar	a	JJ (Adjective)	-
onvoorstelbaar	a	JJ (Adjective)	+
onvoorzichtig	a	JJ (Adjective)	--
onvoorzien	a	JJ (Adjective)	-
onvrede	n	NN (Noun, singular or mass)	--
onvriendelijk	a	JJ (Adjective)	--
onvrijwillig	a	JJ (Adjective)	-
onvruchtbaar	a	JJ (Adjective)	-
onwaar	a	JJ (Adjective)	--
onwaardig	a	JJ (Adjective)	--
onwaarschijnlijk	a	JJ (Adjective)	-
onwaarschijnlijkheid	n	NN (Noun, singular or mass)	--
onwankelbaar	a	JJ (Adjective)	++
onweerlegbaar	a	JJ (Adjective)	++
onweerstaanbaar	a	JJ (Adjective)	++
onwelgevallig	a	JJ (Adjective)	-
onwelkom	a	JJ (Adjective)	-
onwelriekend	a	JJ (Adjective)	--
onwelvoeglijkheid	n	NN (Noun, singular or mass)	-
onwenselijk	a	JJ (Adjective)	--
onwerkbaar	a	JJ (Adjective)	--
onwetend	a	JJ (Adjective)	-
onwetendheid	n	NN (Noun, singular or mass)	--
onwettig	a	JJ (Adjective)	--
onwijs	a	JJ (Adjective)	++
onwil	n	NN (Noun, singular or mass)	-
onwillig	a	JJ (Adjective)	-
onwrikbaar	a	JJ (Adjective)	-
onychitis	n	NN (Noun, singular or mass)	?
onzalig	a	JJ (Adjective)	--
onzedelijk	a	JJ (Adjective)	--
onzedig	a	JJ (Adjective)	--
onzeker	a	JJ (Adjective)	--
onzelfzuchtig	a	JJ (Adjective)	++
onzevader	n	NN (Noun, singular or mass)	0
onzin	n	NN (Noun, singular or mass)	--
onzuiver	a	JJ (Adjective)	--
oogenting	n	NN (Noun, singular or mass)	0
oogvlek	n	NN (Noun, singular or mass)	0
oomzegger	n	NN (Noun, singular or mass)	-
oomzegster	n	NN (Noun, singular or mass)	-
oord	n	NN (Noun, singular or mass)	-
oordeel	n	NN (Noun, singular or mass)	0
oordeelkundig	a	JJ (Adjective)	+
oorkussen	n	NN (Noun, singular or mass)	0
oorlog	n	NN (Noun, singular or mass)	-
oorlogsjaar	n	NN (Noun, singular or mass)	-
oorlogskerkhof	n	NN (Noun, singular or mass)	--
oorspronkelijkheid	n	NN (Noun, singular or mass)	++
opa	n	NN (Noun, singular or mass)	0
opbellen	v	VB (Verb, base form)	0
opbergplaats	n	NN (Noun, singular or mass)	0
opblaaspop	n	NN (Noun, singular or mass)	0
opbouw	n	NN (Noun, singular or mass)	+
opbreken	v	VB (Verb, base form)	-
opdonder	n	NN (Noun, singular or mass)	--
opdonderen	v	VB (Verb, base form)	--
opdondertje	n	NN (Noun, singular or mass)	+
opdrachtgever	n	NN (Noun, singular or mass)	0
opdraven	v	VB (Verb, base form)	-
opdrinken	v	VB (Verb, base form)	0
opduvelen	v	VB (Verb, base form)	--
open	a	JJ (Adjective)	+
openbaring	n	NN (Noun, singular or mass)	++
openblijven	v	VB (Verb, base form)	++
openen	v	VB (Verb, base form)	0
openhartigheid	n	NN (Noun, singular or mass)	+
openheid	n	NN (Noun, singular or mass)	+
openliggen	v	VB (Verb, base form)	0
openlijk	a	JJ (Adjective)	+
openluchtmuseum	n	NN (Noun, singular or mass)	0
openzetten	v	VB (Verb, base form)	0
opfleuren	v	VB (Verb, base form)	+
opflikkeren	v	VB (Verb, base form)	--
opgeblazen	a	JJ (Adjective)	-
opgejaagd	a	JJ (Adjective)	--
opgejaagdheid	n	NN (Noun, singular or mass)	--
opgelaten	a	JJ (Adjective)	--
opgelucht	a	JJ (Adjective)	++
opgemaakt	a	JJ (Adjective)	0
opgewonden	a	JJ (Adjective)	+
ophakken	v	VB (Verb, base form)	0
ophef	n	NN (Noun, singular or mass)	-
opheffing	n	NN (Noun, singular or mass)	-
ophemelen	v	VB (Verb, base form)	+
ophikken	v	VB (Verb, base form)	-
ophitsen	v	VB (Verb, base form)	--
ophoepelen	v	VB (Verb, base form)	--
ophoesten	v	VB (Verb, base form)	-
opinie	n	NN (Noun, singular or mass)	+
opkoken	v	VB (Verb, base form)	0
opkomen	v	VB (Verb, base form)	+
opkramen	v	VB (Verb, base form)	-
opkrassen	v	VB (Verb, base form)	--
opladen	v	VB (Verb, base form)	+
oplazeren	v	VB (Verb, base form)	--
oplebberen	v	VB (Verb, base form)	--
opleggen	v	VB (Verb, base form)	--
oplepelen	v	VB (Verb, base form)	-
opleveren	v	VB (Verb, base form)	0
opleveringstermijn	n	NN (Noun, singular or mass)	0
opluchten	v	VB (Verb, base form)	0
opmerkelijk	a	JJ (Adjective)	+
opmieteren	v	VB (Verb, base form)	--
opnemen	v	VB (Verb, base form)	+
oppasser	n	NN (Noun, singular or mass)	0
opperbest	a	JJS (Adjective, superlative)	++
oppergod	n	NN (Noun, singular or mass)	0
opperkleed	n	NN (Noun, singular or mass)	0
oppervlakkig	a	JJ (Adjective)	--
oppervlakkigheid	n	NN (Noun, singular or mass)	-
opponent	n	NN (Noun, singular or mass)	0
opportunisme	n	NN (Noun, singular or mass)	+
opportuun	a	JJ (Adjective)	+
oppositie	n	NN (Noun, singular or mass)	0
oppressie	n	NN (Noun, singular or mass)	--
oprechtheid	n	NN (Noun, singular or mass)	+
oprichter	n	NN (Noun, singular or mass)	+
oproepkracht	n	NN (Noun, singular or mass)	0
oproer	n	NN (Noun, singular or mass)	-
oproerkraaier	n	NN (Noun, singular or mass)	--
oproken	v	VB (Verb, base form)	0
oprotten	v	VB (Verb, base form)	--
opruier	n	NN (Noun, singular or mass)	--
opruimen	v	VB (Verb, base form)	0
oprukken	v	VB (Verb, base form)	+
opscheppen	v	VB (Verb, base form)	-
opschepper	n	NN (Noun, singular or mass)	--
opschieten	v	VB (Verb, base form)	0
opschorten	v	VB (Verb, base form)	-
opschrikken	v	VB (Verb, base form)	0
opschudding	n	NN (Noun, singular or mass)	--
opslag	n	NN (Noun, singular or mass)	0
opslagtank	n	NN (Noun, singular or mass)	0
opslobberen	v	VB (Verb, base form)	--
opslorpen	v	VB (Verb, base form)	0
opsluiten	v	VB (Verb, base form)	-
opsnijden	v	VB (Verb, base form)	0
opsnijder	n	NN (Noun, singular or mass)	--
opsodemieteren	v	VB (Verb, base form)	--
opsoloog	n	NN (Noun, singular or mass)	0
opstand	n	NN (Noun, singular or mass)	-
opstandig	a	JJ (Adjective)	-
opstap	n	NN (Noun, singular or mass)	+
opstapje	n	NN (Noun, singular or mass)	+
opstappen	v	VB (Verb, base form)	-
opstelling	n	NN (Noun, singular or mass)	0
opsturen	v	VB (Verb, base form)	0
optater	n	NN (Noun, singular or mass)	--
optiebeurs	n	NN (Noun, singular or mass)	0
optimaal	a	JJ (Adjective)	++
optimisme	n	NN (Noun, singular or mass)	++
optimistisch	a	JJ (Adjective)	++
optrede	n	NN (Noun, singular or mass)	0
optrekje	n	NN (Noun, singular or mass)	+
opvallend	a	JJ (Adjective)	+
opvatting	n	NN (Noun, singular or mass)	0
opvoedkundige	n	NN (Noun, singular or mass)	0
opwachten	v	VB (Verb, base form)	-
opwinden	v	VB (Verb, base form)	-
opwindend	a	JJ (Adjective)	++
opwinding	n	NN (Noun, singular or mass)	+
opzeggen	v	VB (Verb, base form)	0
opzegging	n	NN (Noun, singular or mass)	0
opziener	n	NN (Noun, singular or mass)	0
opzijgaan	v	VB (Verb, base form)	0
opzijleggen	v	VB (Verb, base form)	0
opzuipen	v	VB (Verb, base form)	-
opzwemmen	v	VB (Verb, base form)	0
orang-oetan(g)	n	NN (Noun, singular or mass)	0
oranje	n	NN (Noun, singular or mass)	+
ordelijk	a	JJ (Adjective)	++
ordelijkheid	n	NN (Noun, singular or mass)	++
ordeloos	a	JJ (Adjective)	--
ordeloosheid	n	NN (Noun, singular or mass)	--
orderbevestiging	n	NN (Noun, singular or mass)	0
ordinarium	n	NN (Noun, singular or mass)	0
orgaan	n	NN (Noun, singular or mass)	0
organisatie	n	NN (Noun, singular or mass)	0
organisatiedeskundige	n	NN (Noun, singular or mass)	0
orgelmuziek	n	NN (Noun, singular or mass)	0
originaliteit	n	NN (Noun, singular or mass)	+
origineel	a	JJ (Adjective)	++
origineel	n	NN (Noun, singular or mass)	++
orkestlid	n	NN (Noun, singular or mass)	0
orkestratie	n	NN (Noun, singular or mass)	0
ornitholoog	n	NN (Noun, singular or mass)	0
orthodoxie	n	NN (Noun, singular or mass)	0
ossenstaartsoep	n	NN (Noun, singular or mass)	0
ossestaartsoep	n	NN (Noun, singular or mass)	0
ossobucco	n	NN (Noun, singular or mass)	0
ostensibel	a	JJ (Adjective)	-
otitis	n	NN (Noun, singular or mass)	0
oubollig	a	JJ (Adjective)	--
oudere	n	NN (Noun, singular or mass)	0
ouderen	n	NNS (Noun, plural)	-
oudgediende	n	NN (Noun, singular or mass)	0
oudheidkundige	n	NN (Noun, singular or mass)	0
oudjaar	n	NN (Noun, singular or mass)	0
oudje	n	NN (Noun, singular or mass)	-
oudste	n	NN (Noun, singular or mass)	0
oudtante	n	NN (Noun, singular or mass)	0
oudwijf	n	NN (Noun, singular or mass)	--
outcast	n	NN (Noun, singular or mass)	--
output-financiering	n	NN (Noun, singular or mass)	0
ouwehoeren	v	VB (Verb, base form)	--
ovaal	a	JJ (Adjective)	0
ovatie	n	NN (Noun, singular or mass)	++
overbemesting	n	NN (Noun, singular or mass)	-
overbluffen	v	VB (Verb, base form)	-
overbodig	a	JJ (Adjective)	--
overdenken	v	VB (Verb, base form)	0
overdonderen	v	VB (Verb, base form)	-
overdone	a	JJ (Adjective)	--
overdreven	a	JJ (Adjective)	--
overdrijven	v	VB (Verb, base form)	--
overdrijving	n	NN (Noun, singular or mass)	--
overduidelijk	a	JJ (Adjective)	+
overeenkomst	n	NN (Noun, singular or mass)	+
overeenstemming	n	NN (Noun, singular or mass)	++
overerfelijkheid	n	NN (Noun, singular or mass)	0
overgaan	v	VB (Verb, base form)	+
overgelukkig	a	JJ (Adjective)	--
overgeven	v	VB (Verb, base form)	-
overgevoelig	a	JJ (Adjective)	--
overhalen	v	VB (Verb, base form)	+
overhandigen	v	VB (Verb, base form)	+
overhangen	v	VB (Verb, base form)	0
overhebben	v	VB (Verb, base form)	0
overheersing	n	NN (Noun, singular or mass)	--
overheidsapparaat	n	NN (Noun, singular or mass)	0
overheidsdienaar	n	NN (Noun, singular or mass)	0
overhouden	v	VB (Verb, base form)	0
overkill	n	NN (Noun, singular or mass)	--
overkoken	v	VB (Verb, base form)	0
overkomen	v	VB (Verb, base form)	-
overlast	n	NN (Noun, singular or mass)	--
overleven	v	VB (Verb, base form)	+
overleveren	v	VB (Verb, base form)	-
overlevering	n	NN (Noun, singular or mass)	0
overleving	n	NN (Noun, singular or mass)	0
overlevingspensioen	n	NN (Noun, singular or mass)	-
overlevingstocht	n	NN (Noun, singular or mass)	0
overliggen	v	VB (Verb, base form)	?
overmannen	v	VB (Verb, base form)	-
overmatig	a	JJ (Adjective)	--
overmeesteren	v	VB (Verb, base form)	+
overnemen	v	VB (Verb, base form)	0
overpeinzen	v	VB (Verb, base form)	0
overreden	v	VB (Verb, base form)	+
overrompelen	v	VB (Verb, base form)	-
overrulen	v	VB (Verb, base form)	-
overschaduwen	v	VB (Verb, base form)	+
overschatting	n	NN (Noun, singular or mass)	-
overschot	n	NN (Noun, singular or mass)	+
overschrijding	n	NN (Noun, singular or mass)	--
oversized	a	JJ (Adjective)	-
overspelen	v	VB (Verb, base form)	0
overspringen	v	VB (Verb, base form)	0
overstappen	v	VB (Verb, base form)	0
overstelpen	v	VB (Verb, base form)	-
overstroming	n	NN (Noun, singular or mass)	--
overtellen	v	VB (Verb, base form)	0
overtreder	n	NN (Noun, singular or mass)	--
overtreding	n	NN (Noun, singular or mass)	-
overtreffen	v	VB (Verb, base form)	++
overtrokken	a	JJ (Adjective)	-
overtuigen	v	VB (Verb, base form)	+
overtuigend	a	JJ (Adjective)	++
overtuiging	n	NN (Noun, singular or mass)	++
overvaart	n	NN (Noun, singular or mass)	0
overvallen	v	VB (Verb, base form)	0
overvalwagen	n	NN (Noun, singular or mass)	0
overvloed	n	NN (Noun, singular or mass)	++
overvloedig	a	JJ (Adjective)	++
overvloeiing	n	NN (Noun, singular or mass)	-
overwaaien	v	VB (Verb, base form)	-
overwegen	v	VB (Verb, base form)	0
overweldigen	v	VB (Verb, base form)	++
overwerken	v	VB (Verb, base form)	-
overwerkt	a	JJ (Adjective)	--
overwicht	n	NN (Noun, singular or mass)	-
overwinnaar	n	NN (Noun, singular or mass)	++
overwinnen	v	VB (Verb, base form)	++
overwinning	n	NN (Noun, singular or mass)	++
oxaalzuur	a	NN (Noun, singular or mass)	0
oxydatiemiddel	n	NN (Noun, singular or mass)	0
paalgording	n	NN (Noun, singular or mass)	?
paardelul	n	NN (Noun, singular or mass)	--
paardendek	n	NN (Noun, singular or mass)	0
paardenlul	n	NN (Noun, singular or mass)	--
paardentram	n	NN (Noun, singular or mass)	0
paardrijder	n	NN (Noun, singular or mass)	0
paardrijdster	n	NN (Noun, singular or mass)	0
paasdrukte	n	NN (Noun, singular or mass)	-
pacifisme	n	NN (Noun, singular or mass)	0
pacifist	n	NN (Noun, singular or mass)	-
pacifistisch	a	JJ (Adjective)	0
padvinder	n	NN (Noun, singular or mass)	0
pafzak	n	NN (Noun, singular or mass)	--
paillette	n	NN (Noun, singular or mass)	0
pakken	v	VB (Verb, base form)	0
pakker	n	NN (Noun, singular or mass)	0
paladijn	n	NN (Noun, singular or mass)	0
palaveren	v	VB (Verb, base form)	0
paleograaf	n	NN (Noun, singular or mass)	0
palingboer	n	NN (Noun, singular or mass)	0
palingtrek	n	NN (Noun, singular or mass)	0
palingvijver	n	NN (Noun, singular or mass)	0
paljas	n	NN (Noun, singular or mass)	-
pallieter	n	NN (Noun, singular or mass)	?
palpabel	a	JJ (Adjective)	?
palurk	n	NN (Noun, singular or mass)	?
pan	n	NN (Noun, singular or mass)	0
pand	n	NN (Noun, singular or mass)	0
pandoering	n	NN (Noun, singular or mass)	0
panellid	n	NN (Noun, singular or mass)	0
pangermanisme	n	NN (Noun, singular or mass)	0
paniek	n	NN (Noun, singular or mass)	--
paniekerig	a	JJ (Adjective)	--
paniekzaaier	n	NN (Noun, singular or mass)	--
panorama	n	NN (Noun, singular or mass)	+
papavermelk	n	NN (Noun, singular or mass)	0
papiergeld	n	NN (Noun, singular or mass)	0
pappen	v	VB (Verb, base form)	--
papperig	a	JJ (Adjective)	--
papzak	n	NN (Noun, singular or mass)	--
paradepaard	n	NN (Noun, singular or mass)	0
paradoxaal	a	JJ (Adjective)	-
paraisseren	v	VB (Verb, base form)	0
parallellisatie	n	NN (Noun, singular or mass)	0
paranoia	n	NN (Noun, singular or mass)	--
paranoïde	a	JJ (Adjective)	--
parapsycholoog	n	NN (Noun, singular or mass)	-
parasiet	n	NN (Noun, singular or mass)	--
paratroepen	n	NNS (Noun, plural)	0
pardonneren	v	VB (Verb, base form)	0
pareloester	n	NN (Noun, singular or mass)	0
parelvisser	n	NN (Noun, singular or mass)	0
paria	n	NN (Noun, singular or mass)	--
parkaanleg	n	NN (Noun, singular or mass)	0
parkeerbon	n	NN (Noun, singular or mass)	-
parkeerwachter	n	NN (Noun, singular or mass)	0
parlementslid	n	NN (Noun, singular or mass)	0
parlevinken	v	VB (Verb, base form)	0
parodie	n	NN (Noun, singular or mass)	-
part	n	NN (Noun, singular or mass)	0
part-timer	n	NN (Noun, singular or mass)	0
participant	n	NN (Noun, singular or mass)	0
participeren	v	VB (Verb, base form)	0
particratie	n	NN (Noun, singular or mass)	0
particulier	n	NN (Noun, singular or mass)	0
partieel	a	JJ (Adjective)	0
partij	n	NN (Noun, singular or mass)	0
partijbijeenkomst	n	NN (Noun, singular or mass)	0
partijdig	a	JJ (Adjective)	--
partijdigheid	n	NN (Noun, singular or mass)	--
partijganger	n	NN (Noun, singular or mass)	0
partijgenoot	n	NN (Noun, singular or mass)	0
partijleiding	n	NN (Noun, singular or mass)	0
partijlid	n	NN (Noun, singular or mass)	0
partijprogramma	n	NN (Noun, singular or mass)	0
partijschap	n	NN (Noun, singular or mass)	0
partner	n	NN (Noun, singular or mass)	+
parttimer	n	NN (Noun, singular or mass)	0
paruur	n	NN (Noun, singular or mass)	0
pasjessysteem	n	NN (Noun, singular or mass)	0
passaatwind	n	NN (Noun, singular or mass)	0
passage	n	NN (Noun, singular or mass)	0
passant	n	NN (Noun, singular or mass)	0
passeerslag	n	NN (Noun, singular or mass)	0
passen	v	VB (Verb, base form)	+
passend	a	JJ (Adjective)	++
passeren	v	VB (Verb, base form)	0
passie	n	NN (Noun, singular or mass)	++
passing-shot	n	NN (Noun, singular or mass)	0
passingshot	n	NN (Noun, singular or mass)	?
passiviteit	n	NN (Noun, singular or mass)	-
pastoraat	n	NN (Noun, singular or mass)	0
patent	n	NN (Noun, singular or mass)	+
paterskerk	n	NN (Noun, singular or mass)	0
pathos	n	NN (Noun, singular or mass)	0
patiënt	n	NN (Noun, singular or mass)	-
patjakker	n	NN (Noun, singular or mass)	--
patjepeeer	n	NN (Noun, singular or mass)	?
patricisch	a	JJ (Adjective)	-
patroon	n	NN (Noun, singular or mass)	0
patrouilleren	v	VB (Verb, base form)	0
patrouillevliegtuig	n	NN (Noun, singular or mass)	0
patsen	v	VB (Verb, base form)	--
patser	n	NN (Noun, singular or mass)	--
patstelling	n	NN (Noun, singular or mass)	--
pauper	n	NN (Noun, singular or mass)	--
pauwenveer	n	NN (Noun, singular or mass)	0
pauweveer	n	NN (Noun, singular or mass)	+
pauze	n	NN (Noun, singular or mass)	0
pauzefilm	n	NN (Noun, singular or mass)	0
peacekeeper	n	NN (Noun, singular or mass)	++
peacenik	n	NN (Noun, singular or mass)	?
pech	n	NN (Noun, singular or mass)	--
pechvogel	n	NN (Noun, singular or mass)	--
pedagoog	n	NN (Noun, singular or mass)	0
pedant	a	JJ (Adjective)	--
pedanterik	n	NN (Noun, singular or mass)	?
pederast	n	NN (Noun, singular or mass)	-
pedicuren	v	VB (Verb, base form)	0
pedo	n	NN (Noun, singular or mass)	--
pedoloog	n	NN (Noun, singular or mass)	0
peetmoeder	n	NN (Noun, singular or mass)	0
peettante	n	NN (Noun, singular or mass)	0
peetvader	n	NN (Noun, singular or mass)	0
pelgrimskleed	n	NN (Noun, singular or mass)	0
pen	n	NN (Noun, singular or mass)	0
penetrant	a	JJ (Adjective)	0
penetreren	v	VB (Verb, base form)	0
penneschacht	n	NN (Noun, singular or mass)	0
penningmeester	n	NN (Noun, singular or mass)	0
pensioenopbouw	n	NN (Noun, singular or mass)	0
pensionering	n	NN (Noun, singular or mass)	0
